Prediction Window (Months),Task,AUROC,AUPRC,Sensitivity,Specificity,F1-Score,Lesion Complexity Score,Stent Type Score,AI Risk Prediction Score,Calibration Score,p-value,AUPRC (Ischemia),AUPRC (Bleeding,AUROC (Ischemia),AUROC (Bleeding),Standard Care EFS (%),AI-Driven EFS (%),Absolute Risk Reduction (ARR %),Relative Risk Reduction (RRR %),p-value
15,Bleeding Risk,0.8,0.78,88.6,72.2,79.6,0.07,0.12,0.78,0.902967823,0.003099871,0.737726069,0.631061637,0.799428028,0.711888413,65.39234174,72.12108006,-6.72873832,-10.28979562,0.003000107
32,Ischemic Event,0.78,0.84,91.3,78.9,84.6,0.97,0.99,0.74,0.911714125,0.003566772,0.707234903,0.664789204,0.79787044,0.723164387,68.92469273,72.15396285,-3.22927012,-4.685215112,0.004272045
8,Ischemic Event,0.88,0.74,79.5,79.7,79.6,0.6,0.71,0.84,0.884285312,0.003165186,0.684996173,0.683490852,0.773545629,0.714299207,73.67773576,81.12738453,-7.449648771,-10.1111261,0.001332388
17,Ischemic Event,0.85,0.65,81.9,84.6,83.2,0.33,0.96,0.94,0.916702565,0.002851787,0.682857742,0.690516385,0.829833328,0.727470398,72.3039947,75.7808185,-3.476823803,-4.808619244,0.00337612
7,Bleeding Risk,0.82,0.78,79.4,81.5,80.4,0.06,0.85,0.75,0.932239022,0.001597793,0.670227628,0.623886307,0.797599095,0.71617764,65.11122401,68.324273,-3.213048984,-4.934708313,0.00161122
4,Ischemic Event,0.89,0.69,80.7,72.1,76.2,0.41,0.46,0.72,0.852652996,0.003273299,0.669065229,0.63327345,0.810763155,0.774358701,72.72240836,76.52186273,-3.799454364,-5.224599199,0.003718711
16,Ischemic Event,0.85,0.78,82.9,83.4,83.1,0.65,0.57,0.88,0.9410402,0.002917907,0.738847998,0.620843979,0.81394606,0.754992022,65.5243172,69.14718048,-3.622863285,-5.529036303,0.003459216
36,Ischemic Event,0.83,0.78,92.9,80.8,86.4,0.99,0.78,0.9,0.915890611,0.004847677,0.678550144,0.626616224,0.837992192,0.766272262,68.26576545,71.71407805,-3.448312593,-5.051305834,0.003864927
36,Ischemic Event,0.87,0.78,88.1,75.3,81.2,0.76,0.71,0.91,0.889754517,0.003543753,0.724602041,0.604289787,0.779445974,0.798252535,70.59125621,77.68357617,-7.092319952,-10.04702329,0.004369326
6,Ischemic Event,0.92,0.77,93,71.3,80.7,0.33,0.56,0.92,0.919827285,0.001395244,0.675126219,0.600969129,0.772800115,0.708204201,74.19497354,78.5754726,-4.380499054,-5.904037491,0.002021895
31,Bleeding Risk,0.78,0.81,89.8,83.8,86.7,0.6,0.91,0.74,0.881367868,0.004812039,0.661620033,0.601212584,0.765982707,0.795320734,74.03240351,78.67125076,-4.638847253,-6.265968729,0.001200152
31,Ischemic Event,0.8,0.81,90,71.6,79.8,0.93,0.77,0.78,0.922651815,0.003978706,0.657703801,0.675218251,0.847769144,0.749432075,69.21171172,73.72705178,-4.515340057,-6.523953742,0.004623329
31,Ischemic Event,0.85,0.68,92.3,73.2,81.6,0.08,0.9,0.93,0.916107267,0.004691668,0.669465016,0.610513329,0.828214802,0.790016149,67.91112216,74.5856439,-6.674521743,-9.828319031,0.003001111
0,Ischemic Event,0.91,0.71,80,84.4,82.1,0.41,0.76,0.69,0.946454093,0.004413261,0.706705634,0.644348649,0.767363642,0.714249754,66.82910259,73.39986192,-6.570759334,-9.832182506,0.001516098
6,Bleeding Risk,0.83,0.66,87.1,80.8,83.8,0.52,0.09,0.76,0.860488434,0.004370821,0.734697524,0.628833095,0.82769403,0.744729608,71.78112243,78.83982419,-7.058701762,-9.833646401,0.003157981
32,Ischemic Event,0.91,0.75,87.3,81.7,84.4,0.09,0.82,0.78,0.889319518,0.001363044,0.690981949,0.692678807,0.837347659,0.754142308,66.71172411,72.51617412,-5.804450005,-8.700794474,0.003365312
37,Ischemic Event,0.83,0.83,88.8,85.7,87.2,0.64,0.55,0.67,0.900154942,0.004153549,0.674902909,0.664039125,0.794331451,0.743124201,70.2095267,73.98560464,-3.776077934,-5.378298518,0.001305205
15,Ischemic Event,0.89,0.65,91.6,84.1,87.7,0.56,0.09,0.8,0.921331911,0.004547463,0.731990428,0.632058089,0.841847047,0.723201727,66.09161945,71.26579586,-5.174176414,-7.82879351,0.002028282
21,Ischemic Event,0.87,0.81,86,85.4,85.7,0.4,0.43,0.78,0.872539405,0.004687396,0.73267284,0.619735791,0.783851149,0.749930261,67.66006,71.22877249,-3.568712486,-5.274474315,0.004186367
5,Ischemic Event,0.84,0.82,84.3,74.6,79.2,0.16,0.89,0.67,0.918998993,0.004460957,0.716058107,0.698253678,0.800158788,0.731044835,67.04887655,72.25058732,-5.201710771,-7.758087889,0.004685121
24,Bleeding Risk,0.87,0.84,85.2,80.4,82.7,0.39,0.52,0.71,0.945447966,0.0033029,0.721949522,0.60143336,0.774396478,0.748528351,66.56752632,72.59709264,-6.029566323,-9.057819416,0.002707128
37,Bleeding Risk,0.82,0.71,88.3,78.4,83.1,0.33,0.6,0.94,0.898453623,0.001962044,0.665948696,0.621063565,0.834225391,0.711038599,68.46708339,73.42932485,-4.962241458,-7.24763085,0.002335169
30,Ischemic Event,0.8,0.72,87.3,78.5,82.7,0.89,0.79,0.86,0.878341464,0.004674631,0.749113119,0.669781296,0.765187224,0.702150023,66.33287512,73.99570287,-7.662827751,-11.55208143,0.001741176
33,Ischemic Event,0.8,0.74,86.8,76.6,81.4,0.36,0.71,0.93,0.851813238,0.003871315,0.707712116,0.686828118,0.770117613,0.772564063,72.2547451,79.8338692,-7.579124098,-10.48944825,0.001560713
9,Bleeding Risk,0.91,0.84,92,82.9,87.2,0.09,0.69,0.87,0.890189985,0.002664736,0.667970615,0.636859612,0.81717852,0.731403724,68.23277055,74.82124714,-6.588476588,-9.655883141,0.004100762
20,Ischemic Event,0.9,0.77,91.5,74.8,82.3,0.84,0.05,0.83,0.939579139,0.004057855,0.748179876,0.60935115,0.816005414,0.765371268,71.61003759,79.09876226,-7.488724665,-10.45764661,0.003691269
37,Bleeding Risk,0.84,0.78,89.7,81.6,85.5,0.23,0.82,0.8,0.858389488,0.003674794,0.674982813,0.641781686,0.80189248,0.716118874,68.41528379,75.69278184,-7.277498045,-10.63724016,0.00452329
3,Bleeding Risk,0.9,0.76,92.2,82.4,87,0.27,0.17,0.78,0.938275368,0.00381506,0.656577096,0.697423618,0.784788639,0.782544526,68.70490928,73.37624641,-4.671337124,-6.799131493,0.001325384
5,Bleeding Risk,0.8,0.77,84.7,73.8,78.9,0.21,0.37,0.76,0.906937066,0.002207031,0.731827842,0.641528531,0.819719017,0.78772066,67.31443107,74.33809429,-7.023663224,-10.43411214,0.002186016
19,Ischemic Event,0.87,0.85,91.5,75.1,82.5,0.53,0.26,0.79,0.877386231,0.004954702,0.735076222,0.6967747,0.774197963,0.713222824,70.82668301,74.91073768,-4.084054675,-5.766265625,0.004714183
0,Bleeding Risk,0.87,0.75,92.1,84,87.9,0.86,0.46,0.77,0.871757905,0.001719796,0.660170265,0.628763506,0.777828538,0.763753079,69.05750849,74.55976438,-5.50225589,-7.967643216,0.00306944
21,Bleeding Risk,0.79,0.81,84.7,75.3,79.7,0.09,0.45,0.94,0.88862404,0.002782314,0.719599798,0.651573878,0.81059081,0.747451521,73.63746685,80.31045369,-6.672986843,-9.061945133,0.002566473
3,Ischemic Event,0.89,0.75,92.8,74.4,82.6,0.53,0.82,0.73,0.912529724,0.002374235,0.679644145,0.643469086,0.770527173,0.753820024,69.89911178,76.14173102,-6.242619231,-8.930899223,0.004296681
13,Ischemic Event,0.82,0.71,91.5,74.7,82.3,0.25,0.03,0.85,0.921116673,0.003622653,0.712912103,0.650094686,0.81430372,0.773228255,67.9948445,71.1140241,-3.119179595,-4.587376613,0.002698075
35,Ischemic Event,0.87,0.65,82.5,82.9,82.7,0.66,0.68,0.94,0.939905268,0.002395592,0.716240629,0.676064311,0.840477442,0.711741294,73.91561524,81.25967959,-7.344064351,-9.935741356,0.004310382
30,Ischemic Event,0.81,0.81,89.3,78.9,83.8,0.34,0.64,0.71,0.865692274,0.002116152,0.715591882,0.661553544,0.797756647,0.779420018,74.64405725,78.45900044,-3.814943188,-5.110846501,0.001943242
0,Bleeding Risk,0.86,0.83,80.4,76.6,78.5,0.16,0.51,0.78,0.909166088,0.002643282,0.686919894,0.613627963,0.760717168,0.741397767,69.64211988,73.56343384,-3.921313961,-5.63066427,0.004342755
31,Bleeding Risk,0.81,0.75,91.1,85.6,88.3,0.49,0.65,0.72,0.857320792,0.004568663,0.656780253,0.688224211,0.758853171,0.706976595,70.44991838,75.91827894,-5.468360564,-7.762053797,0.002342245
1,Bleeding Risk,0.8,0.75,88.8,80,84.2,0.75,0.12,0.74,0.862496528,0.0034374,0.722806765,0.643482171,0.815832409,0.742664532,67.12799747,71.90628482,-4.778287354,-7.11817354,0.004423836
34,Ischemic Event,0.88,0.7,89,85.2,87.1,0.18,0.29,0.75,0.861849573,0.003251114,0.739253236,0.650562208,0.784306669,0.797067583,74.02543282,77.75137272,-3.725939903,-5.033324036,0.00152643
5,Bleeding Risk,0.81,0.7,92.2,77.4,84.2,0.69,0.29,0.72,0.914310434,0.001640818,0.708546942,0.663412276,0.77516326,0.714346154,71.10291656,78.12294159,-7.020025035,-9.873047935,0.003981161
12,Bleeding Risk,0.88,0.83,83.8,82.6,83.2,0.94,0.35,0.73,0.918546875,0.004097723,0.730311822,0.616249698,0.813388699,0.77506298,68.19709763,74.74238572,-6.545288093,-9.59760506,0.002709961
9,Bleeding Risk,0.79,0.73,90.4,79.4,84.5,0.79,0.54,0.82,0.903054457,0.001492182,0.735980842,0.625456491,0.793577355,0.790935479,72.12820521,77.06274015,-4.934534935,-6.841338864,0.00139402
34,Ischemic Event,0.88,0.69,84.5,83.3,83.9,0.75,0.23,0.78,0.942526552,0.002350705,0.682778356,0.670322687,0.778673122,0.73617607,67.48303949,74.84467816,-7.361638663,-10.90887239,0.003172871
6,Bleeding Risk,0.87,0.84,92.5,78,84.6,0.3,0.22,0.7,0.895506601,0.002216504,0.683536204,0.645935989,0.809372566,0.70670346,71.46406941,78.72056707,-7.256497652,-10.15405044,0.002041519
1,Bleeding Risk,0.84,0.78,81.8,76.3,79,0.7,0.39,0.68,0.88379913,0.002085918,0.710781814,0.61377771,0.783581783,0.732865403,66.50470772,69.79747353,-3.292765817,-4.951177038,0.003965316
14,Bleeding Risk,0.9,0.72,92.5,74.2,82.3,0.83,0.4,0.91,0.914504284,0.004045332,0.70667581,0.608507387,0.802609377,0.706894428,70.03100123,76.70628933,-6.6752881,-9.531904417,0.003957194
8,Bleeding Risk,0.81,0.81,80.4,78.5,79.4,0.93,0.87,0.65,0.874759867,0.001218233,0.717611027,0.686323874,0.839567499,0.778007063,69.17523161,74.15579973,-4.980568118,-7.199929804,0.001312621
9,Ischemic Event,0.83,0.66,90.5,74.6,81.8,0.29,0.51,0.88,0.943680813,0.002944212,0.656151985,0.614761027,0.753279694,0.718911438,69.88193239,73.75254126,-3.870608865,-5.538783392,0.003538613
2,Ischemic Event,0.91,0.67,89.2,82.8,85.9,0.98,0.8,0.84,0.937952634,0.00114522,0.669131424,0.633303868,0.83583165,0.774408379,65.90554343,71.65107424,-5.745530812,-8.717826321,0.002420842
6,Ischemic Event,0.84,0.81,79.8,75.8,77.7,0.83,0.61,0.7,0.935435975,0.004582831,0.702419262,0.645909512,0.818589896,0.725684447,65.8518441,69.31891428,-3.467070176,-5.26495533,0.00164988
7,Bleeding Risk,0.9,0.66,89,85,87,0.92,0.9,0.75,0.949024258,0.001162578,0.672049631,0.602720495,0.7516673,0.711420144,65.06356926,71.96950727,-6.905938014,-10.61413951,0.002911952
12,Bleeding Risk,0.81,0.77,84.3,83.7,84,0.47,0.88,0.71,0.89987513,0.004490008,0.727248146,0.613701433,0.840474322,0.729496183,74.12623846,81.02881624,-6.902577784,-9.311922374,0.002634335
11,Ischemic Event,0.79,0.67,84.3,72,77.7,0.68,0.04,0.67,0.897361471,0.001241394,0.691095284,0.683288125,0.832790665,0.704399781,72.44403141,79.9786783,-7.53464689,-10.4006455,0.00483566
18,Ischemic Event,0.8,0.72,85.2,76.8,80.8,0.4,0.97,0.69,0.944565228,0.004993114,0.729454162,0.669180969,0.778322922,0.710397341,72.61934869,77.92886202,-5.309513327,-7.311430663,0.00147761
6,Ischemic Event,0.84,0.82,88.9,72.3,79.7,0.66,0.68,0.91,0.859895486,0.003116926,0.700227963,0.616479321,0.839708491,0.728262832,70.90461844,75.86286709,-4.958248658,-6.992843016,0.004951809
35,Bleeding Risk,0.81,0.66,83.3,75.9,79.4,0.43,0.28,0.9,0.889743366,0.003044746,0.660782426,0.621366582,0.827569155,0.794951717,66.53511215,73.97332156,-7.438209403,-11.17937456,0.001392886
32,Bleeding Risk,0.91,0.68,83.4,85.5,84.4,0.94,0.89,0.66,0.870582803,0.004903231,0.692299329,0.626586821,0.753338863,0.73076418,66.39648263,71.43234092,-5.035858288,-7.584525699,0.003070437
6,Bleeding Risk,0.82,0.83,90,77.9,83.5,0.85,0.37,0.91,0.907471822,0.004029825,0.700045123,0.629867782,0.841284358,0.791792964,69.65241953,72.76263635,-3.110216823,-4.465339243,0.001075546
16,Bleeding Risk,0.86,0.66,86.9,80.9,83.8,0.94,0.58,0.8,0.889571067,0.00403453,0.657703728,0.613526753,0.786450069,0.720321633,65.00857739,69.41109098,-4.40251359,-6.772204172,0.002976268
11,Bleeding Risk,0.85,0.85,87.1,79.8,83.3,0.4,0.7,0.77,0.881668224,0.001902862,0.72407118,0.669066319,0.783560493,0.775256635,74.26174438,78.14815325,-3.886408868,-5.233392914,0.003911917
19,Bleeding Risk,0.84,0.7,90.8,73.5,81.2,0.75,0.84,0.9,0.920819387,0.004377184,0.696148555,0.681715681,0.782966524,0.76039462,68.30763498,74.16340901,-5.855774025,-8.572649349,0.004773431
17,Ischemic Event,0.85,0.78,82.8,82.6,82.7,0.6,0.74,0.74,0.859577672,0.004959175,0.743300241,0.637372039,0.82107567,0.757141394,69.11934147,72.49619603,-3.376854559,-4.885542147,0.004602863
22,Ischemic Event,0.81,0.79,85.1,78.1,81.4,0.28,0.31,0.95,0.912702454,0.003266147,0.676161133,0.641852225,0.811633715,0.761610015,68.79392125,74.86023115,-6.066309901,-8.818090015,0.00337878
21,Bleeding Risk,0.91,0.82,86.1,77.3,81.5,0.88,0.98,0.71,0.896404438,0.004556033,0.731227006,0.688442302,0.769055563,0.744288952,73.35228075,78.47997313,-5.127692381,-6.99050163,0.002338274
0,Bleeding Risk,0.87,0.79,86.1,79.8,82.8,0.33,0.8,0.68,0.88109044,0.002540937,0.723345116,0.601913177,0.806040725,0.768006991,73.7042617,76.89485872,-3.190597024,-4.328917963,0.002024662
37,Ischemic Event,0.91,0.82,90.1,84.4,87.2,0.68,0.33,0.83,0.925096975,0.004199354,0.69398434,0.635390831,0.802117038,0.735547801,65.28392789,68.5365512,-3.252623315,-4.982272697,0.003720447
7,Ischemic Event,0.9,0.8,85.1,75,79.7,0.57,0.04,0.86,0.930146843,0.004342203,0.725641522,0.676316967,0.790650624,0.735190958,73.87357441,78.90862069,-5.035046288,-6.815761019,0.002667019
12,Bleeding Risk,0.85,0.79,83.4,73.9,78.4,0.68,0.62,0.8,0.886699494,0.003575933,0.698929257,0.624770253,0.775066542,0.727833218,72.60478101,78.96454847,-6.359767457,-8.759433427,0.004211014
34,Bleeding Risk,0.8,0.72,88.4,84.6,86.5,0.56,0.47,0.92,0.917687112,0.003575552,0.72493463,0.678211933,0.816409657,0.739589677,71.44722384,77.43516209,-5.987938254,-8.380925014,0.001296409
32,Bleeding Risk,0.8,0.68,80.7,77.7,79.2,0.83,0.23,0.88,0.860785252,0.001568219,0.665734457,0.644289819,0.835354439,0.704659976,72.5034778,80.16528754,-7.661809737,-10.56750651,0.002432177
15,Bleeding Risk,0.85,0.78,90.1,73.3,80.8,0.98,0.8,0.76,0.939000486,0.003813136,0.717541907,0.607672608,0.827466178,0.723428579,73.40181803,77.17716732,-3.775349294,-5.143400252,0.004632025
35,Ischemic Event,0.86,0.71,80.8,72.2,76.3,0.1,0.47,0.66,0.896580758,0.004819492,0.718216411,0.688805918,0.831246519,0.764270314,69.65762857,75.19403542,-5.536406848,-7.948026601,0.004384797
15,Bleeding Risk,0.8,0.67,84.4,84.8,84.6,0.71,0.18,0.94,0.922553565,0.002507043,0.685807121,0.685505191,0.802884457,0.794266727,73.56300143,81.31960361,-7.75660218,-10.54416219,0.004436571
9,Bleeding Risk,0.85,0.77,80,83,81.5,0.6,0.98,0.72,0.91183116,0.00384724,0.744139751,0.658025175,0.80287296,0.777434517,73.73766096,80.47269136,-6.735030406,-9.133772782,0.00126604
14,Bleeding Risk,0.9,0.71,88.5,82.7,85.5,0.67,0.08,0.87,0.905236427,0.003730436,0.725030423,0.631635394,0.844027153,0.732178125,68.82515732,74.73833889,-5.91318157,-8.59159906,0.004488535
34,Ischemic Event,0.78,0.67,86.8,78.6,82.5,0.53,0.99,0.95,0.858071301,0.002060399,0.721911284,0.687985226,0.80572504,0.769569838,71.47969174,76.7965689,-5.316877163,-7.43830455,0.004007478
32,Ischemic Event,0.87,0.76,85.7,81.6,83.6,0.94,0.03,0.81,0.918175043,0.001367395,0.732997442,0.632942164,0.840346786,0.78636081,69.07583854,72.65468807,-3.57884953,-5.181043915,0.004219073
14,Bleeding Risk,0.79,0.85,89.2,78.1,83.3,0.26,0.53,0.84,0.863901399,0.002788242,0.670334766,0.683809352,0.836826641,0.731231892,69.80358394,76.12804459,-6.324460651,-9.060366666,0.0011301
30,Bleeding Risk,0.91,0.84,90.1,76.4,82.7,0.64,0.91,0.67,0.90815153,0.004039869,0.717562978,0.640805054,0.786291372,0.764785472,70.82424129,76.15214913,-5.327907847,-7.522717858,0.004300604
9,Bleeding Risk,0.9,0.8,82.6,80.3,81.4,0.92,0.64,0.73,0.907230648,0.003132603,0.736491602,0.614625592,0.838282951,0.784929108,66.11898689,70.85175888,-4.732771992,-7.157962054,0.004826487
2,Ischemic Event,0.82,0.84,91.1,73.9,81.6,0.46,0.64,0.69,0.88193564,0.003586513,0.652706783,0.612837536,0.783002308,0.730453839,65.42233338,69.22616388,-3.803830496,-5.814269072,0.003265851
13,Bleeding Risk,0.79,0.74,80.4,71.4,75.6,0.57,0.96,0.87,0.864463272,0.00441195,0.746768107,0.680255445,0.785755586,0.748739718,66.71040628,70.82006503,-4.109658748,-6.160446289,0.002059078
9,Ischemic Event,0.84,0.74,87.9,79.1,83.3,0.13,0.45,0.86,0.945839314,0.003975022,0.672092745,0.665019949,0.812193405,0.730907438,71.09966688,77.1951702,-6.095503319,-8.573181263,0.004799105
11,Bleeding Risk,0.91,0.65,90.9,82.7,86.6,0.03,0.36,0.71,0.902887263,0.001836372,0.684625519,0.612334782,0.770950283,0.774404713,66.29772806,71.58355214,-5.28582408,-7.972858549,0.002622072
21,Bleeding Risk,0.83,0.82,91.6,76.9,83.6,0.07,0.18,0.81,0.885316152,0.004848528,0.738291032,0.68402555,0.810111732,0.725719813,72.93529415,76.83995324,-3.904659093,-5.353593399,0.003322821
8,Ischemic Event,0.83,0.83,88.9,72.1,79.6,0.02,0.94,0.67,0.882780788,0.001575019,0.715773488,0.663903203,0.8213966,0.795874696,72.94501046,76.34911875,-3.404108293,-4.666677367,0.002198286
6,Bleeding Risk,0.81,0.66,84.7,74.2,79.1,0.83,0.43,0.78,0.877088056,0.001484966,0.745779761,0.60177637,0.771231026,0.791747158,66.2549778,72.61498089,-6.360003094,-9.599283413,0.003714994
36,Bleeding Risk,0.89,0.68,82.2,82.1,82.1,0.34,0.52,0.92,0.93712852,0.002792101,0.652686874,0.641391514,0.771175438,0.798872146,65.40243061,71.64236318,-6.239932568,-9.540826709,0.004030075
8,Ischemic Event,0.89,0.67,80.3,75.1,77.6,0.58,0.33,0.9,0.856471351,0.001044404,0.734368584,0.68338874,0.819658399,0.722190318,72.28486684,77.21475149,-4.929884656,-6.820078492,0.004536779
11,Bleeding Risk,0.88,0.72,82.2,73.7,77.7,0.01,0.29,0.74,0.925546685,0.004706921,0.748769626,0.694141972,0.765572875,0.799306253,65.37461415,69.46172577,-4.087111611,-6.251832862,0.003553632
2,Bleeding Risk,0.87,0.74,85.2,77.9,81.4,0.12,0.12,0.9,0.920931205,0.003659766,0.709446763,0.618355357,0.773151687,0.792503003,72.95242738,77.20409199,-4.251664606,-5.827996077,0.003871422
37,Bleeding Risk,0.85,0.82,90.4,78.1,83.8,0.8,0.5,0.72,0.875733465,0.002215528,0.687352516,0.656563384,0.846316455,0.765508866,73.83370133,77.94071247,-4.107011147,-5.562515589,0.004339568
6,Bleeding Risk,0.87,0.73,81.4,76.6,78.9,0.94,0.87,0.84,0.869011857,0.003393674,0.728544702,0.601211526,0.836374486,0.765481854,72.57953811,75.58244775,-3.002909643,-4.137405282,0.00237558
37,Ischemic Event,0.87,0.82,86.2,75.1,80.3,0.62,0.59,0.9,0.913968722,0.001271191,0.655649758,0.683595245,0.798124188,0.765118964,68.11563896,72.21069799,-4.095059031,-6.011921922,0.001745344
19,Ischemic Event,0.78,0.69,91.8,78.6,84.7,0.47,0.11,0.94,0.936586413,0.001081325,0.707781717,0.690653991,0.804663454,0.767243114,70.98117415,78.28361744,-7.30244329,-10.28785925,0.002724896
35,Bleeding Risk,0.82,0.84,92.6,76,83.5,0.97,0.99,0.77,0.882211136,0.00278499,0.702238015,0.674145945,0.838083464,0.787419155,74.30956236,77.42347179,-3.113909434,-4.190455892,0.003128415
23,Bleeding Risk,0.9,0.73,82.3,76.9,79.5,0.87,0.05,0.86,0.897266687,0.003093262,0.68753412,0.680492536,0.827058731,0.749474251,70.11620095,74.59821084,-4.48200989,-6.392260034,0.003114223
6,Bleeding Risk,0.82,0.7,83.8,78,80.8,0.72,0.75,0.81,0.906838304,0.003562959,0.670262801,0.624535117,0.826274934,0.795896784,69.65029608,75.96292182,-6.312625735,-9.063315004,0.004997664
6,Bleeding Risk,0.9,0.7,79.8,75.9,77.8,0.16,0.68,0.72,0.901291183,0.004573057,0.685356532,0.69611066,0.805311965,0.720534417,65.73108805,70.03016945,-4.299081402,-6.540408092,0.004473425
12,Bleeding Risk,0.91,0.68,91.7,71.3,80.2,0.38,0.68,0.9,0.87809211,0.001966755,0.677588525,0.61608374,0.813789283,0.779029413,74.11692179,81.31958116,-7.202659369,-9.717968847,0.003372099
13,Ischemic Event,0.91,0.77,90.7,83.7,87.1,0.71,0.51,0.69,0.853482144,0.003487297,0.665117514,0.672034528,0.834829626,0.729156274,67.88010394,72.22021277,-4.340108834,-6.393786371,0.001927522
2,Ischemic Event,0.9,0.76,84,78.3,81,0.33,0.17,0.74,0.901800927,0.001602111,0.693816806,0.601591842,0.764542304,0.762924629,65.88728951,69.2573146,-3.370025092,-5.114833403,0.002716704
8,Ischemic Event,0.79,0.84,91.7,80.3,85.6,0.48,0.66,0.86,0.918794336,0.004724777,0.733216149,0.66289941,0.782677454,0.793095462,70.7902073,78.68587448,-7.895667177,-11.153615,0.003013333
12,Bleeding Risk,0.88,0.77,83.9,72,77.5,0.29,0.87,0.68,0.919180005,0.004863579,0.67694194,0.652466826,0.840604178,0.739572823,66.1063183,72.12871556,-6.022397261,-9.110168916,0.00234136
11,Bleeding Risk,0.8,0.66,79,85.4,82.1,0.69,0.35,0.89,0.940765645,0.001792157,0.7163682,0.624926369,0.840219339,0.797033964,70.91422276,78.90027355,-7.986050786,-11.26156429,0.003400199
23,Bleeding Risk,0.81,0.76,92.2,77.1,84,0.26,0.97,0.66,0.892568853,0.001413149,0.67427635,0.678801438,0.82077975,0.75555803,73.24533582,79.752442,-6.50710618,-8.883987093,0.001058171
19,Bleeding Risk,0.87,0.75,89.1,81.5,85.1,0.78,0.95,0.82,0.877281242,0.002183198,0.694586904,0.61991489,0.777046839,0.747662575,73.52655854,77.58302297,-4.056464427,-5.517005702,0.001329159
34,Bleeding Risk,0.87,0.71,81.2,71.2,75.9,0.59,0.1,0.72,0.898010034,0.001082292,0.669114224,0.695961368,0.796841426,0.754679544,65.74374535,68.76390191,-3.020156565,-4.593831016,0.004356251
0,Ischemic Event,0.84,0.66,86.7,79.8,83.1,0.82,0.92,0.77,0.916836831,0.003273056,0.733147495,0.661183135,0.820084819,0.73736841,71.32925116,76.98196951,-5.652718346,-7.924825025,0.004381005
19,Bleeding Risk,0.85,0.69,80.8,73.6,77,0.74,0.18,0.85,0.896329178,0.003513,0.652093442,0.687006298,0.806103465,0.719062197,69.6872082,76.03784358,-6.35063538,-9.113057538,0.001974268
3,Bleeding Risk,0.91,0.84,90.8,71.6,80.1,0.06,0.89,0.7,0.878489905,0.001299023,0.683984291,0.621637096,0.835804702,0.780437653,66.58548895,71.00361056,-4.418121613,-6.635261951,0.003264481
18,Ischemic Event,0.79,0.79,81.9,81,81.4,0.29,0.6,0.85,0.913537885,0.002315992,0.696279393,0.643606753,0.780258141,0.709703996,68.17758305,73.32899029,-5.151407235,-7.555866613,0.00346578
17,Ischemic Event,0.88,0.72,80,74.9,77.4,0.27,0.16,0.83,0.890679239,0.00182137,0.718986158,0.69627833,0.823508054,0.783225408,69.30116221,74.50324776,-5.202085551,-7.506491067,0.002898031
19,Ischemic Event,0.83,0.73,87.5,75.8,81.2,0.67,0.12,0.81,0.900499627,0.00107996,0.710369808,0.677725386,0.832196282,0.763774967,72.51014846,75.96687863,-3.456730172,-4.767236374,0.004642729
20,Ischemic Event,0.84,0.84,79.2,76.3,77.7,0.93,0.48,0.95,0.875347999,0.002279281,0.710433066,0.636558825,0.780780776,0.723706442,74.07046536,81.38065968,-7.310194319,-9.869243136,0.001956852
33,Bleeding Risk,0.9,0.72,87.7,82.1,84.8,0.16,0.4,0.67,0.869137892,0.004261354,0.656239329,0.636823412,0.790117281,0.755306684,72.69464933,77.44672031,-4.752070981,-6.537029925,0.00148942
20,Ischemic Event,0.85,0.73,81.9,82,81.9,0.83,0.2,0.75,0.94013175,0.004506272,0.687487067,0.667218473,0.764785791,0.725901842,74.43804875,80.27771255,-5.839663798,-7.844998487,0.003015504
37,Bleeding Risk,0.81,0.82,80.6,81,80.8,0.1,0.39,0.72,0.862272747,0.004888248,0.70415052,0.606152003,0.821578277,0.784702411,70.18817283,77.08765296,-6.89948013,-9.829975411,0.00143333
36,Bleeding Risk,0.88,0.69,88.3,75.8,81.6,0.89,0.38,0.71,0.886231078,0.004478369,0.652698412,0.684552349,0.75214456,0.729278584,74.2151236,77.64375557,-3.428631967,-4.61985617,0.002027529
20,Bleeding Risk,0.83,0.76,79.1,83.1,81.1,0.57,0.13,0.74,0.926112674,0.001177137,0.6508342,0.670694841,0.772714944,0.795288323,70.64933217,76.55416284,-5.904830663,-8.357942647,0.001123056
34,Ischemic Event,0.81,0.76,83.1,79.2,81.1,0.69,0.68,0.78,0.936698635,0.004069887,0.686208069,0.642108506,0.834015439,0.791189136,72.93502719,79.23826292,-6.303235727,-8.642261434,0.002041223
2,Ischemic Event,0.88,0.73,87.8,74.5,80.6,0.5,0.87,0.88,0.930018243,0.001503359,0.702900063,0.625171304,0.837092731,0.789887964,68.45823553,74.77490839,-6.316672863,-9.22704597,0.003038502
22,Ischemic Event,0.83,0.82,88.2,82.1,85,0.84,0.52,0.93,0.88923774,0.001526029,0.658214592,0.659880513,0.822368547,0.755232986,69.43456909,73.3282144,-3.893645307,-5.607646678,0.002984338
1,Bleeding Risk,0.87,0.65,82.2,72.5,77,0.49,0.68,0.7,0.89709374,0.004095759,0.749400074,0.662338049,0.816522127,0.716377123,70.2472061,74.97742434,-4.730218246,-6.73367456,0.0027969
