Prediction Window (Months),Task,AUROC,AUPRC,Sensitivity,Specificity,F1-Score,Lesion Complexity Score,Stent Type Score,AI Risk Prediction Score,Calibration Score,p-value,AUPRC (Ischemia),AUPRC (Bleeding,AUROC (Ischemia),AUROC (Bleeding),Standard Care EFS (%),AI-Driven EFS (%),Absolute Risk Reduction (ARR %),Relative Risk Reduction (RRR %),p-value
6,Ischemic Event,0.86,0.76,91.3,72.6,80.9,0.55,0.18,0.65,0.924870047,0.00488821,0.667403779,0.671043785,0.780279987,0.778196761,69.40932879,74.21422085,-4.804892065,-6.922545065,0.002790041
11,Ischemic Event,0.81,0.68,86.8,78,82.2,0.7,0.92,0.71,0.941146512,0.002395394,0.658794362,0.608627388,0.821065881,0.784201694,70.50596478,76.42557853,-5.919613748,-8.395904895,0.001815892
23,Ischemic Event,0.88,0.77,79.1,77.9,78.5,0.59,0.06,0.87,0.933575199,0.002956951,0.718411884,0.629788851,0.842097848,0.740946534,68.81264152,72.39785934,-3.585217815,-5.210115083,0.001422305
7,Ischemic Event,0.84,0.66,87.5,74.1,80.2,0.23,0.24,0.85,0.910675793,0.003147584,0.703529036,0.622344979,0.768033287,0.725233396,68.54865064,75.33859107,-6.789940433,-9.905286785,0.002570226
10,Ischemic Event,0.92,0.8,88.7,81.9,85.2,0.63,0.05,0.7,0.940876277,0.003438773,0.708414489,0.638264735,0.836528601,0.753728384,73.94968415,80.0149608,-6.06527665,-8.201896627,0.003937276
34,Bleeding Risk,0.88,0.78,91.8,84.5,88,0.58,0.58,0.79,0.880664981,0.003996013,0.685026985,0.62355766,0.79826756,0.732278695,67.86814167,74.41158154,-6.543439878,-9.641401278,0.003009128
0,Bleeding Risk,0.79,0.66,88.8,73.3,80.3,0.38,0.96,0.82,0.876383722,0.004567734,0.701919136,0.600705299,0.819628733,0.784194384,74.66183014,79.03358413,-4.371753984,-5.855406941,0.002102326
32,Bleeding Risk,0.9,0.78,88.7,73.7,80.5,0.11,0.91,0.86,0.936625707,0.003415515,0.691252296,0.686703481,0.767690204,0.785095076,69.75117947,74.6572135,-4.906034027,-7.033621602,0.003250197
12,Bleeding Risk,0.89,0.65,82.5,76.7,79.5,0.54,0.24,0.85,0.911737022,0.001454778,0.744047375,0.619216656,0.762761522,0.766844927,69.7480743,77.24205804,-7.493983737,-10.74435934,0.00163059
34,Bleeding Risk,0.87,0.66,79.9,80.1,80,0.37,0.98,0.72,0.91834715,0.00223614,0.699575741,0.618511741,0.777305138,0.768871922,65.89751854,69.1947192,-3.297200663,-5.003527805,0.002061101
10,Ischemic Event,0.84,0.78,80.2,74.6,77.3,0.29,0.94,0.91,0.938439861,0.002560012,0.655818505,0.631285591,0.7853394,0.780935092,67.51157723,70.72483479,-3.213257563,-4.759565241,0.004224958
0,Ischemic Event,0.79,0.7,86,71.1,77.8,0.96,0.69,0.94,0.942706021,0.00488364,0.719470162,0.666234998,0.823212301,0.732248546,72.34137054,76.81600081,-4.474630276,-6.18543752,0.002297458
9,Ischemic Event,0.91,0.73,86.5,79.7,83,0.87,0.93,0.71,0.916462105,0.002540935,0.748060603,0.611133008,0.839302599,0.756940513,66.75969693,70.08143569,-3.321738754,-4.975664819,0.002276405
32,Ischemic Event,0.88,0.78,92.8,71.1,80.5,0.08,0.27,0.87,0.874184373,0.002062781,0.707119089,0.669600453,0.828578937,0.761114172,67.72892517,72.30407628,-4.575151109,-6.755091857,0.004708096
18,Ischemic Event,0.91,0.71,82.1,74.2,78,0.46,0.89,0.76,0.885984454,0.001624019,0.688984083,0.63011778,0.824388246,0.733019759,71.17451408,76.13723128,-4.962717201,-6.972604261,0.004971319
4,Bleeding Risk,0.88,0.78,90.7,72.9,80.8,0.02,0.59,0.67,0.908339386,0.002687232,0.73271857,0.625467944,0.774335687,0.769082075,71.73529884,76.50301041,-4.767711572,-6.646255957,0.002879305
35,Bleeding Risk,0.89,0.76,79.3,74.8,77,0.86,0.32,0.75,0.850258526,0.003265999,0.733601328,0.676528672,0.819472373,0.732697898,73.46955178,76.64089165,-3.171339869,-4.316536295,0.001358095
34,Ischemic Event,0.89,0.66,84.1,83.6,83.8,0.49,0.73,0.84,0.943177324,0.003163896,0.682183729,0.624176486,0.81725705,0.793535085,68.56367875,72.12426941,-3.560590654,-5.193114953,0.001698626
16,Ischemic Event,0.88,0.68,82,71.3,76.3,0.79,0.73,0.93,0.890105241,0.002064271,0.673781683,0.605235348,0.833388347,0.705294168,65.06629815,71.31814571,-6.251847561,-9.608426694,0.004643411
22,Bleeding Risk,0.88,0.67,84.3,84.3,84.3,0.23,0.12,0.82,0.892089656,0.002576131,0.670329335,0.647416,0.817237507,0.773867624,73.34945706,79.42224865,-6.072791599,-8.279259102,0.002689197
10,Bleeding Risk,0.89,0.73,79.9,74.8,77.3,0.68,0.71,0.73,0.87150847,0.001317028,0.654149382,0.668969978,0.755151465,0.75446253,66.89637883,71.49212847,-4.595749647,-6.869952796,0.003801773
15,Ischemic Event,0.92,0.84,91.8,84.6,88.1,0.75,0.72,0.78,0.89397795,0.002016371,0.683749481,0.619404089,0.810659431,0.727186231,70.2231086,74.45698225,-4.233873648,-6.029174346,0.004461225
12,Bleeding Risk,0.8,0.79,90.8,74.2,81.7,0.91,0.27,0.94,0.948736872,0.004158222,0.740652362,0.666641806,0.838380116,0.736976424,68.2059375,72.19929781,-3.993360305,-5.854857292,0.004271848
15,Ischemic Event,0.92,0.71,80.5,79.8,80.1,0.85,0.55,0.76,0.887690324,0.002171542,0.675550675,0.637319275,0.802526753,0.716565157,66.41913688,71.56570324,-5.146566359,-7.748619751,0.00434734
10,Bleeding Risk,0.83,0.78,84.4,80.4,82.4,0.23,0.95,0.76,0.885680482,0.004366558,0.685749843,0.616897353,0.808889673,0.701294332,71.67810307,74.90213461,-3.224031542,-4.497930893,0.004722799
9,Bleeding Risk,0.83,0.83,81,83.1,82,0.25,0.41,0.76,0.923051187,0.003943481,0.686346688,0.617096702,0.767826665,0.746710448,70.58800224,77.17325578,-6.585253541,-9.329139984,0.004925294
7,Ischemic Event,0.91,0.68,84.2,77.2,80.5,0.9,0.97,0.7,0.911741801,0.004983709,0.702759989,0.678632626,0.82098256,0.765637793,68.57657397,72.63132445,-4.054750472,-5.912734097,0.004067599
36,Bleeding Risk,0.9,0.66,81.1,71.3,75.9,0.56,0.87,0.83,0.889587137,0.003440974,0.694511496,0.657178765,0.834905475,0.776922425,67.05787896,71.92535914,-4.867480177,-7.258625314,0.004085811
8,Ischemic Event,0.85,0.84,80.4,75.1,77.7,0.66,0.45,0.81,0.903511706,0.004849367,0.694394115,0.654602632,0.750954322,0.719636925,72.44097231,79.45457649,-7.013604177,-9.681819492,0.003561134
11,Bleeding Risk,0.81,0.71,83.1,76.4,79.6,0.59,0.61,0.66,0.93371042,0.001920362,0.74815547,0.694179207,0.754439582,0.773102407,71.99986871,75.68397104,-3.684102335,-5.11681813,0.001741457
4,Ischemic Event,0.92,0.76,82.7,83.9,83.3,1,0.51,0.85,0.861032866,0.003502634,0.693669102,0.699408928,0.820511473,0.784041948,70.46041312,78.24913051,-7.788717386,-11.05403309,0.001843484
30,Ischemic Event,0.87,0.72,82.4,81.8,82.1,0.07,0.53,0.73,0.859318061,0.002198178,0.727457173,0.611064336,0.805028057,0.788172255,71.29226744,78.15233501,-6.860067568,-9.622456704,0.003070586
16,Bleeding Risk,0.83,0.73,82.4,82.4,82.4,0.3,0.28,0.66,0.85248949,0.004899561,0.720292698,0.692976341,0.840198686,0.73117647,67.24727766,74.97791644,-7.73063878,-11.49583901,0.002850199
7,Ischemic Event,0.78,0.71,83,76.7,79.7,0.93,0.32,0.94,0.914541932,0.004089493,0.658958299,0.648400301,0.769480868,0.784566252,68.54119889,76.31340656,-7.772207678,-11.33946853,0.003923836
36,Ischemic Event,0.87,0.65,85.9,82.5,84.2,0.12,0.08,0.69,0.879636411,0.001716592,0.66955536,0.666191619,0.762323598,0.790983603,67.06249631,72.56887504,-5.506378733,-8.210816828,0.004239426
4,Bleeding Risk,0.88,0.67,90.9,72.2,80.5,0.78,0.7,0.92,0.857755863,0.002797429,0.745017666,0.663215922,0.843731619,0.759879995,69.43735011,76.43466073,-6.997310622,-10.07715676,0.001770147
3,Ischemic Event,0.85,0.68,86.5,74.7,80.2,0.04,0.35,0.9,0.88845224,0.003612945,0.682982102,0.615339829,0.841797657,0.759267837,70.01581283,77.22208041,-7.206267583,-10.29234296,0.002953995
6,Ischemic Event,0.87,0.7,92.2,77.9,84.4,0.86,0.61,0.78,0.859080261,0.003449276,0.738022447,0.611769915,0.835741648,0.725029889,72.73621207,77.66768576,-4.931473687,-6.779942957,0.001832542
13,Ischemic Event,0.8,0.77,86.8,78.2,82.3,0.84,0.14,0.82,0.861921368,0.001247273,0.732183131,0.601785149,0.846001583,0.747975695,74.93797427,81.58226796,-6.644293695,-8.866390852,0.003503389
36,Bleeding Risk,0.86,0.66,80.7,75.4,78,0.71,0.6,0.86,0.869616612,0.004012417,0.746739976,0.61391318,0.768984991,0.774443376,69.40707424,76.72870996,-7.321635722,-10.54883209,0.001062896
10,Bleeding Risk,0.91,0.77,80.1,84.5,82.2,0.02,0.2,0.82,0.935773015,0.002201109,0.711815654,0.648757668,0.813051317,0.738220469,66.28475808,71.39222216,-5.10746408,-7.705337137,0.001070563
24,Ischemic Event,0.92,0.67,79.2,71.1,74.9,0.72,0.47,0.67,0.881250683,0.003521731,0.718943293,0.686970506,0.824536916,0.701707884,70.04957578,74.20715117,-4.157575388,-5.935189959,0.003841681
32,Bleeding Risk,0.8,0.69,83.4,78.8,81,0.78,0.32,0.81,0.893257951,0.001390526,0.683610223,0.685310282,0.848746777,0.760764258,70.61429621,78.10702641,-7.492730192,-10.61078364,0.003923984
8,Bleeding Risk,0.88,0.75,87.5,85.8,86.6,0.61,0.15,0.65,0.8863992,0.00227379,0.650596339,0.621806972,0.759540542,0.757043021,71.01149653,75.23979959,-4.228303064,-5.954392276,0.004593531
5,Bleeding Risk,0.86,0.77,89.3,80.6,84.7,0.99,0.5,0.73,0.892793718,0.001045069,0.700032633,0.627276682,0.804877056,0.753601155,67.77123383,72.99953989,-5.22830606,-7.714639036,0.0013159
6,Bleeding Risk,0.85,0.75,88.9,72.5,79.9,0.42,0.33,0.75,0.90237498,0.001152208,0.677098558,0.668505583,0.789081473,0.724778554,65.69627371,72.92029948,-7.224025772,-10.99609668,0.002489586
5,Ischemic Event,0.8,0.8,92.7,72.4,81.3,0.92,0.08,0.87,0.900319763,0.002787477,0.727236794,0.6875942,0.7833047,0.756501045,70.14822234,76.41195827,-6.263735935,-8.929286767,0.002727402
33,Ischemic Event,0.87,0.78,80.6,74.6,77.5,0.7,0.13,0.9,0.900485867,0.002475078,0.738809335,0.673888,0.771044744,0.746534102,68.82340347,72.49072825,-3.667324784,-5.328601317,0.001562268
3,Ischemic Event,0.86,0.68,86.2,75.6,80.6,0.35,0.94,0.66,0.903547982,0.00267666,0.72928703,0.680778287,0.776231278,0.766708134,67.26337289,73.21587906,-5.952506171,-8.849550527,0.001109939
8,Ischemic Event,0.87,0.71,91.9,85.3,88.5,0.79,0.12,0.88,0.913506777,0.003360015,0.687730372,0.629154338,0.775901529,0.7794329,71.99894554,79.29297308,-7.294027537,-10.13074217,0.002697082
6,Ischemic Event,0.79,0.8,92.9,78.8,85.3,0.88,0.19,0.91,0.889723396,0.004211304,0.713091135,0.673966825,0.847083602,0.776829461,69.46599268,76.49573506,-7.029742388,-10.11968895,0.002877657
24,Bleeding Risk,0.84,0.75,91.5,79.1,84.8,0.58,0.39,0.81,0.864241341,0.001710495,0.678595976,0.628190612,0.833884395,0.798998873,71.95984902,77.81021503,-5.850366005,-8.130042078,0.001564135
9,Bleeding Risk,0.91,0.72,88.2,80.6,84.2,0.96,0.53,0.76,0.852015035,0.004550598,0.701544484,0.676343344,0.764193131,0.76423406,73.36541618,78.14394513,-4.778528952,-6.513326307,0.004005401
2,Bleeding Risk,0.92,0.7,80.2,79.2,79.7,0.46,0.35,0.89,0.94651088,0.002004899,0.694831903,0.668760733,0.80054615,0.713704643,74.65563902,78.02053045,-3.364891431,-4.507216703,0.002755659
37,Ischemic Event,0.9,0.7,83.4,75.2,79.1,0.31,0.6,0.89,0.909755907,0.001928377,0.731872611,0.681030491,0.820085819,0.796648315,69.59209382,73.68351469,-4.091420875,-5.879146107,0.002353722
9,Ischemic Event,0.88,0.76,80.4,77.3,78.8,0.02,0.98,0.88,0.857621107,0.001508195,0.731160656,0.636030684,0.839944868,0.717971055,72.36438938,79.88536128,-7.520971894,-10.39319472,0.002453518
3,Ischemic Event,0.86,0.84,87.6,81.7,84.5,0.56,0.12,0.93,0.901931848,0.003379199,0.748905269,0.676900216,0.811593552,0.77379161,71.10506256,74.37617668,-3.271114115,-4.600395523,0.001426988
8,Ischemic Event,0.9,0.7,88.8,78,83.1,0.4,0.97,0.93,0.923165376,0.002601064,0.697353256,0.686141535,0.755111812,0.756653743,70.59114327,76.2013061,-5.610162831,-7.947403274,0.002270342
36,Bleeding Risk,0.8,0.79,79.4,78.4,78.9,0.19,0.82,0.79,0.90067691,0.001335845,0.679735731,0.644343339,0.759251707,0.743768916,66.85725191,73.03817,-6.180918089,-9.244947874,0.002884572
31,Bleeding Risk,0.92,0.67,82.1,72.9,77.2,0.72,0.26,0.79,0.907077704,0.003368612,0.674789886,0.687904155,0.760716338,0.724257112,71.67319213,74.78837396,-3.115181834,-4.346369599,0.002538942
4,Ischemic Event,0.84,0.82,92.5,72.1,81,1,0.13,0.79,0.853713014,0.003272372,0.672558349,0.686045628,0.842074386,0.756339422,72.22121859,76.17024946,-3.949030866,-5.467964877,0.002851497
36,Bleeding Risk,0.88,0.65,82.3,85.3,83.8,0.16,0.35,0.82,0.942712312,0.002193378,0.680190225,0.610913055,0.823646653,0.7440489,73.66903992,80.32576273,-6.656722809,-9.035984202,0.002755221
30,Bleeding Risk,0.85,0.77,82.4,77.1,79.7,0.48,0.43,0.86,0.899651395,0.001647802,0.683700728,0.678109907,0.788090024,0.75527599,74.80124154,81.49890489,-6.697663347,-8.953946764,0.001694507
11,Ischemic Event,0.87,0.79,81.1,80.7,80.9,0.87,0.02,0.71,0.928068828,0.00198937,0.721634272,0.633583765,0.786511298,0.787016216,73.87564151,80.22038255,-6.344741035,-8.588407363,0.001220433
7,Bleeding Risk,0.85,0.67,86.7,72.6,79,0.3,0.4,0.75,0.859693548,0.003027174,0.676366439,0.636100538,0.75815412,0.751633327,66.56292074,71.80049087,-5.237570125,-7.868600216,0.002182978
12,Bleeding Risk,0.84,0.66,83.8,84.6,84.2,0.36,0.89,0.9,0.859602861,0.001539705,0.716107107,0.623047321,0.789144715,0.760330355,73.89328046,77.81241148,-3.919131024,-5.303771872,0.004407258
31,Ischemic Event,0.81,0.7,83.1,79.4,81.2,0.27,0.38,0.7,0.880245901,0.001813296,0.716970791,0.667236893,0.789947576,0.756113456,72.37757777,75.8768482,-3.499270435,-4.834743774,0.001565535
14,Ischemic Event,0.8,0.81,90.3,80.4,85.1,0.83,0.57,0.75,0.910551338,0.001935545,0.716883,0.640461624,0.75025368,0.734918077,65.94964225,73.74763726,-7.797995003,-11.82416574,0.003836551
31,Bleeding Risk,0.9,0.68,89.8,71.6,79.7,0.06,0.15,0.76,0.929943213,0.004984247,0.659278067,0.606095379,0.824583455,0.774704101,72.90759637,78.91236267,-6.004766299,-8.236132582,0.00407101
12,Ischemic Event,0.81,0.77,85.2,83.4,84.3,0.94,0.52,0.9,0.94532932,0.003210182,0.742876362,0.639107408,0.817749813,0.704468819,73.73561241,78.13645529,-4.400842876,-5.96840893,0.00383882
37,Bleeding Risk,0.89,0.72,91.4,84.1,87.6,0.49,0.99,0.74,0.940240563,0.00319933,0.728669221,0.644559849,0.75001763,0.772991502,70.04810079,73.38202926,-3.333928475,-4.759484465,0.004898334
8,Ischemic Event,0.9,0.81,83.8,85.7,84.7,0.12,0.38,0.73,0.870933819,0.003003611,0.651096291,0.652151266,0.754882608,0.760006069,72.28273423,78.52375908,-6.241024856,-8.634184806,0.001924153
34,Bleeding Risk,0.89,0.83,92.3,77,84,0.13,0.21,0.92,0.850843945,0.002619274,0.688844119,0.684467695,0.797857994,0.777202997,70.60954821,75.30739177,-4.697843562,-6.653269538,0.003634089
13,Ischemic Event,0.8,0.7,91.4,81.3,86.1,0.84,0.76,0.71,0.927180629,0.004257125,0.675798125,0.611912138,0.811705677,0.759142503,66.13490961,74.03106627,-7.896156659,-11.93946844,0.001965208
11,Bleeding Risk,0.81,0.8,84,80.9,82.4,0.36,0.91,0.82,0.862104368,0.002168966,0.689439212,0.689727818,0.831952115,0.745727208,72.86389513,77.24981456,-4.385919428,-6.01933155,0.002810187
33,Bleeding Risk,0.85,0.81,90,71.3,79.6,0.32,0.7,0.94,0.907549844,0.001910226,0.682722937,0.661935934,0.787233584,0.74239698,69.20961655,76.04631802,-6.836701472,-9.878253649,0.003049445
11,Bleeding Risk,0.86,0.75,80.7,75.5,78,0.48,0.46,0.72,0.923416625,0.001481787,0.714352679,0.646206081,0.75178814,0.768475214,66.02966402,73.81031054,-7.780646516,-11.78356218,0.001618629
21,Bleeding Risk,0.84,0.66,91.7,81.1,86.1,0.11,0.13,0.74,0.945256085,0.002892839,0.682471086,0.64688794,0.831337979,0.712381101,67.95062781,72.62041921,-4.669791398,-6.872330027,0.003802311
12,Ischemic Event,0.88,0.73,87.6,78.9,83,0.96,0.5,0.78,0.856430385,0.003738433,0.650447822,0.620877017,0.830309958,0.738792718,70.67082134,76.04047197,-5.369650627,-7.598115495,0.004208042
3,Bleeding Risk,0.85,0.76,84.3,77,80.5,0.75,0.65,0.71,0.922718964,0.004997604,0.673710589,0.654579715,0.820426092,0.715043292,68.08318582,72.88468597,-4.801500145,-7.052402274,0.001545033
32,Bleeding Risk,0.91,0.65,87.6,74.8,80.7,0.26,0.29,0.84,0.903071778,0.00449058,0.681608539,0.632561513,0.782659863,0.780388943,65.57139493,72.26969964,-6.698304709,-10.21528475,0.003517287
3,Ischemic Event,0.89,0.82,90.7,84.6,87.5,0.77,0.32,0.88,0.939053358,0.004884087,0.725069478,0.698955665,0.764640279,0.765381324,72.17471191,78.58062202,-6.40591011,-8.875560346,0.003445297
30,Bleeding Risk,0.9,0.73,88.9,77.9,83,0.3,0.57,0.89,0.864411643,0.001125023,0.712737193,0.604280305,0.847211312,0.758002233,71.88863771,76.46694912,-4.578311415,-6.368616183,0.002448565
23,Ischemic Event,0.88,0.83,87.8,84.5,86.1,0.16,0.63,0.88,0.901866784,0.004297017,0.743045789,0.673507818,0.784367657,0.785674474,72.62530722,77.27402218,-4.648714965,-6.400957384,0.003357122
12,Ischemic Event,0.81,0.79,82,72.8,77.1,0.44,0.8,0.89,0.87253191,0.002139675,0.708938854,0.653640984,0.849404056,0.714603819,67.09027231,71.62807774,-4.537805428,-6.763730824,0.001515213
1,Bleeding Risk,0.84,0.77,86.5,80.7,83.5,0.33,0.1,0.89,0.920012688,0.001072322,0.688045625,0.698858806,0.844747354,0.765069679,66.69826749,70.82677292,-4.128505424,-6.189824083,0.004027308
31,Bleeding Risk,0.92,0.76,90.8,73.7,81.4,0.1,0.05,0.89,0.927533091,0.003843333,0.740708148,0.686129867,0.807903282,0.739261988,72.49116091,79.79720584,-7.306044927,-10.07853211,0.002995931
32,Bleeding Risk,0.87,0.72,91.6,85.1,88.2,0.74,0.08,0.68,0.871776373,0.003997177,0.704538396,0.676461319,0.782207181,0.767071006,67.47073841,73.18692449,-5.716186085,-8.472096527,0.00127748
4,Bleeding Risk,0.84,0.69,83.6,83.9,83.7,0.07,0.73,0.67,0.883846322,0.001611853,0.661036682,0.653577752,0.808391971,0.757050049,69.55447642,76.20570705,-6.651230629,-9.562620513,0.003062393
30,Bleeding Risk,0.85,0.65,83.2,80.9,82,0.71,0.24,0.81,0.870321524,0.002637742,0.690677175,0.644997873,0.818977711,0.728055283,65.93976579,70.74365863,-4.803892845,-7.285274352,0.001834849
24,Ischemic Event,0.87,0.71,85.7,81.3,83.4,0.87,0.98,0.82,0.857086236,0.001213139,0.747236091,0.606654584,0.785154249,0.720578782,71.78651855,75.08492881,-3.298410257,-4.59474888,0.0013069
9,Ischemic Event,0.83,0.76,83.8,76.1,79.8,0.75,0.42,0.92,0.944156923,0.002279339,0.658055278,0.608811662,0.75407576,0.74635632,71.70212363,76.74205338,-5.039929749,-7.028982538,0.004425207
35,Bleeding Risk,0.85,0.85,87.8,75.2,81,0.38,0.91,0.72,0.864853726,0.00231367,0.742538432,0.667892259,0.833608572,0.789658381,70.66577425,78.55942865,-7.893654401,-11.17040673,0.003187286
37,Bleeding Risk,0.8,0.73,90.9,74.2,81.7,0.07,0.73,0.72,0.855555035,0.004834201,0.71112264,0.619512174,0.840985839,0.746030065,68.53522228,74.17773797,-5.642515694,-8.233015821,0.001213822
7,Ischemic Event,0.8,0.8,84.4,77.1,80.6,0.72,0.38,0.71,0.935262041,0.001001859,0.719057923,0.628754365,0.795881436,0.70785025,68.01819455,72.86094329,-4.842748737,-7.1197843,0.002068624
15,Ischemic Event,0.83,0.85,84.8,73.6,78.8,0.3,0.45,0.7,0.924742537,0.003523423,0.727113404,0.636077724,0.800407232,0.736724679,70.56786089,74.24729853,-3.679437642,-5.214041627,0.004802903
15,Ischemic Event,0.79,0.83,89.2,84.6,86.8,0.05,0.87,0.65,0.927605189,0.002896331,0.685683922,0.692666379,0.835169453,0.740486855,72.41604891,80.02618435,-7.610135442,-10.50890729,0.003323895
12,Bleeding Risk,0.89,0.7,82.3,79.5,80.9,0.65,0.92,0.7,0.87470193,0.003198393,0.65674579,0.611524774,0.762629494,0.718908612,67.96753551,73.37614873,-5.408613223,-7.957642105,0.003951982
12,Ischemic Event,0.85,0.82,86.2,81.8,83.9,0.15,0.02,0.82,0.917995029,0.001288586,0.67545316,0.605725012,0.835012783,0.741116579,74.16334233,81.3307023,-7.167359965,-9.66428931,0.002876026
6,Bleeding Risk,0.88,0.73,82.1,77.9,79.9,0.75,0.85,0.84,0.895959798,0.003327615,0.664626364,0.63329739,0.832428053,0.758662715,72.17285303,76.67152949,-4.498676459,-6.233197484,0.002264072
3,Bleeding Risk,0.87,0.74,87.5,82.5,84.9,0.06,0.76,0.85,0.937283112,0.002832181,0.714233949,0.626032483,0.774570373,0.797369016,73.98087183,77.05981186,-3.078940029,-4.161805549,0.00128889
21,Bleeding Risk,0.88,0.68,88.1,73,79.8,0.59,0.25,0.79,0.870086392,0.003804969,0.670073412,0.656922047,0.777274572,0.790704376,66.27028232,72.42292065,-6.152638335,-9.284158932,0.004160653
22,Ischemic Event,0.78,0.79,79.2,78.9,79,0.31,0.42,0.88,0.86498648,0.001507435,0.727740721,0.662756847,0.814283767,0.749075551,73.96623156,81.15914321,-7.19291165,-9.724588503,0.003596029
30,Ischemic Event,0.78,0.69,88.4,84.9,86.6,0.79,0.45,0.66,0.916925423,0.001508921,0.69770019,0.625884983,0.837989514,0.743325538,65.80107675,70.29169374,-4.490616992,-6.824534207,0.00318699
36,Ischemic Event,0.91,0.83,89.1,82.2,85.5,0.54,0.28,0.65,0.922857656,0.002272664,0.66952642,0.632421395,0.770436414,0.717706669,68.03737836,71.22909135,-3.191712986,-4.691116947,0.003895082
7,Bleeding Risk,0.84,0.74,90.2,85,87.5,0.59,0.63,0.91,0.855554329,0.001541124,0.683177239,0.636601653,0.840629443,0.731371086,69.77370534,74.54839526,-4.77468992,-6.843107868,0.00145271
34,Bleeding Risk,0.86,0.81,89.7,80.3,84.7,0.41,0.4,0.85,0.94185793,0.004365913,0.675808919,0.661762586,0.767618103,0.724362388,74.20313777,81.11459076,-6.911452992,-9.314232795,0.001235689
15,Bleeding Risk,0.86,0.74,82.2,78.3,80.2,0.22,0.46,0.67,0.942529579,0.003783253,0.729244464,0.679580271,0.778792325,0.748998184,71.02344216,75.19159047,-4.168148313,-5.868693753,0.002900901
4,Bleeding Risk,0.85,0.81,85.8,73.6,79.2,0.51,0.99,0.82,0.857894043,0.002561897,0.668796572,0.699609834,0.824001896,0.77427249,66.14845819,69.61129477,-3.462836581,-5.234946778,0.002684113
35,Bleeding Risk,0.81,0.82,89,75.3,81.6,0.19,0.87,0.66,0.900839338,0.002821256,0.695261911,0.678241051,0.799005046,0.79002413,70.71737258,76.01378731,-5.296414725,-7.489552471,0.002736571
34,Bleeding Risk,0.82,0.72,86,77.3,81.4,0.86,0.7,0.9,0.860345962,0.003414736,0.697073498,0.626739065,0.827219877,0.707001238,71.09755656,78.76050683,-7.662950273,-10.77807824,0.003371693
17,Bleeding Risk,0.86,0.68,89.5,85,87.2,0.76,0.13,0.7,0.875630842,0.004907411,0.746574129,0.608149687,0.75753259,0.786673923,70.5069408,73.65309127,-3.146150478,-4.462185485,0.003529547
16,Bleeding Risk,0.89,0.66,79.7,74.4,77,0.02,0.93,0.93,0.861697025,0.004117518,0.653569421,0.651780834,0.815207778,0.755776254,70.16476645,77.87339642,-7.708629963,-10.9864685,0.004616043
16,Bleeding Risk,0.79,0.84,80,81.8,80.9,0.46,0.58,0.95,0.938921502,0.002341629,0.720119568,0.623786829,0.75424067,0.743351841,70.81954875,74.60596285,-3.786414099,-5.34656626,0.001330442
16,Bleeding Risk,0.91,0.82,87,73.8,79.9,0.14,0.94,0.88,0.920711209,0.001660355,0.701391403,0.611430043,0.820570225,0.721967481,72.53242555,78.95843927,-6.426013725,-8.859504803,0.002209951
9,Ischemic Event,0.8,0.73,81.4,85.7,83.5,0.25,0.74,0.73,0.908622671,0.00303725,0.672230842,0.619855743,0.776795177,0.710424369,65.21171689,70.24279081,-5.031073925,-7.714984615,0.003307419
24,Ischemic Event,0.8,0.83,80.8,79,79.9,0.95,0.41,0.68,0.912740884,0.002356898,0.735323781,0.654955105,0.844400987,0.72250922,68.13418336,71.23434856,-3.100165205,-4.550087859,0.003086649
3,Ischemic Event,0.91,0.84,89,77.3,82.7,0.56,0.42,0.86,0.91258848,0.003515797,0.735958215,0.652330194,0.845998322,0.726214826,65.24794077,71.82647124,-6.578530472,-10.08235723,0.003558088
35,Ischemic Event,0.87,0.79,85.5,71.1,77.6,0.85,0.56,0.89,0.853687296,0.001702515,0.680359696,0.662440542,0.839235887,0.783272601,68.97558965,73.4238282,-4.44823855,-6.449004021,0.002230778
6,Ischemic Event,0.82,0.76,91.7,77.6,84.1,0.6,0.65,0.92,0.90736178,0.00318798,0.655081517,0.648259831,0.767925877,0.782231839,72.32738662,77.10603328,-4.778646657,-6.606967126,0.00158421
11,Ischemic Event,0.82,0.67,86.1,72.2,78.5,0.21,0.85,0.8,0.862867338,0.004550952,0.672966649,0.640848698,0.790989112,0.743512643,72.23148119,79.25444945,-7.022968264,-9.722863422,0.00209557
12,Ischemic Event,0.91,0.68,83.2,75.4,79.1,0.26,0.34,0.72,0.864284854,0.001869437,0.724429773,0.677877104,0.822293881,0.737735265,71.39132978,76.18545932,-4.79412954,-6.715282591,0.001928643
36,Ischemic Event,0.84,0.68,80.6,78.5,79.5,0.38,0.82,0.67,0.86648248,0.004464393,0.716725133,0.647448099,0.766537517,0.724591075,71.63908692,75.76931696,-4.130230033,-5.765330368,0.001216461
21,Ischemic Event,0.84,0.75,81.7,75.3,78.4,0.38,0.63,0.65,0.94014065,0.003830211,0.696345634,0.620796514,0.788034294,0.743829003,69.8890017,77.81760403,-7.928602336,-11.34456373,0.001772993
8,Bleeding Risk,0.9,0.7,82,81.8,81.9,0.28,0.09,0.76,0.852867024,0.00123683,0.71696055,0.615878529,0.819192185,0.780574465,67.22452411,70.56906661,-3.344542492,-4.975182103,0.004610795
